id,name,primary_attr,attack_type,roles,img,icon,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,cm_enabled,legs,day_vision,night_vision,localized_name,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_picks_trend,turbo_wins,turbo_wins_trend,pro_pick,pro_win,pro_ban,pub_pick,pub_pick_trend,pub_win,pub_win_trend
119,dark_willow,int,Ranged,"['Support', 'Nuker', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/dark_willow.png?,/apps/dota2/images/dota_react/heroes/icons/dark_willow.png?,120,0.75,75,0.0,0,25,27,35,20,18,21,2.0,1.6,3.5,475,1200,1.5,115,0.3,290,True,2,1800,800,Dark Willow,9945,4714,23261,10964,28419,13578,28530,13908,24197,11788,17444,8665,11997,5812,8032,3948,80451,"[10754, 11487, 11384, 12474, 14054, 14580, 5718]",38623,"[5154, 5498, 5488, 5973, 6761, 6995, 2754]",248,114,119,164617,"[22859, 23219, 22989, 24624, 28808, 29760, 12358]",79653,"[11017, 11180, 11034, 12008, 14007, 14439, 5968]"
120,pangolier,all,Melee,"['Carry', 'Nuker', 'Disabler', 'Durable', 'Escape', 'Initiator']",/apps/dota2/images/dota_react/heroes/pangolier.png?,/apps/dota2/images/dota_react/heroes/icons/pangolier.png?,120,1.25,75,0.0,2,25,28,34,19,18,16,2.7,3.2,2.2,150,900,1.7,100,0.33,295,True,2,1800,800,Pangolier,3034,1372,8521,3887,12195,5564,14957,6817,15127,6917,12849,6098,10075,4742,7733,3664,31679,"[5749, 4356, 4325, 4573, 5237, 5250, 2189]",13855,"[2475, 1907, 1900, 2003, 2316, 2299, 955]",224,104,308,91296,"[14152, 13263, 12869, 13639, 15259, 15244, 6870]",42186,"[6483, 6070, 5963, 6441, 7061, 7078, 3090]"
121,grimstroke,int,Ranged,"['Support', 'Nuker', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/grimstroke.png?,/apps/dota2/images/dota_react/heroes/icons/grimstroke.png?,120,0.25,75,0.0,0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,True,0,1800,800,Grimstroke,6103,3011,17433,8735,24516,12434,26142,12936,21620,10757,14011,6833,8162,4016,3862,1850,48554,"[6736, 6814, 6758, 7370, 8520, 8894, 3462]",24356,"[3374, 3447, 3424, 3737, 4246, 4398, 1730]",180,83,59,131308,"[17908, 18295, 18675, 19635, 23339, 23806, 9650]",65331,"[8964, 9110, 9188, 9796, 11645, 11871, 4757]"
123,hoodwink,agi,Ranged,"['Support', 'Nuker', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/hoodwink.png?,/apps/dota2/images/dota_react/heroes/icons/hoodwink.png?,120,0.25,75,0.0,0,25,22,29,17,25,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,True,4,1800,800,Hoodwink,9823,4458,23607,10816,29179,13309,27853,12585,20023,9165,12322,5524,6785,3090,2815,1319,78410,"[10787, 11074, 11020, 11924, 13872, 14071, 5662]",34935,"[4883, 4863, 4910, 5370, 6229, 6175, 2505]",99,47,21,146741,"[20392, 20660, 20781, 22204, 25700, 26588, 10416]",66926,"[9222, 9405, 9579, 10074, 11812, 12090, 4744]"
126,void_spirit,all,Melee,"['Carry', 'Escape', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/void_spirit.png?,/apps/dota2/images/dota_react/heroes/icons/void_spirit.png?,120,0.25,75,0.6,-1,25,22,26,22,19,24,2.6,2.2,3.1,200,900,1.7,100,0.35,290,True,2,1800,800,Void Spirit,4132,2028,10140,4972,13446,6704,14974,7565,12606,6310,8723,4308,5554,2757,2873,1399,44342,"[5945, 6278, 6203, 6913, 7750, 7939, 3314]",21829,"[3014, 3067, 3040, 3391, 3847, 3880, 1590]",129,75,165,81383,"[11338, 11481, 11559, 12047, 14200, 14589, 6169]",40348,"[5629, 5731, 5681, 5969, 7102, 7158, 3078]"
128,snapfire,all,Ranged,"['Support', 'Nuker', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/snapfire.png?,/apps/dota2/images/dota_react/heroes/icons/snapfire.png?,120,0.75,75,0.0,1,25,25,31,21,16,21,3.5,1.9,2.2,400,1800,1.8,100,0.35,300,True,2,1800,800,Snapfire,5525,2572,14407,6860,21155,9961,23327,11027,19391,9228,12528,5942,7222,3357,3779,1867,51506,"[7035, 7184, 7067, 7882, 9250, 9363, 3725]",23162,"[3178, 3225, 3139, 3491, 4189, 4233, 1707]",139,70,83,117164,"[15864, 16437, 16728, 17836, 20527, 20937, 8835]",55538,"[7533, 7917, 7898, 8476, 9552, 9967, 4195]"
129,mars,str,Melee,"['Carry', 'Initiator', 'Disabler', 'Durable']",/apps/dota2/images/dota_react/heroes/mars.png?,/apps/dota2/images/dota_react/heroes/icons/mars.png?,120,0.25,75,0.5,-1,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,True,2,1800,800,Mars,5245,2468,18089,8423,31244,14634,42432,20193,42140,20121,32505,15533,23150,10992,14908,7033,65839,"[9060, 9066, 9080, 9934, 11487, 12186, 5026]",32392,"[4499, 4485, 4408, 4932, 5655, 5946, 2467]",358,177,238,221516,"[31165, 31594, 31179, 32501, 37786, 39882, 17409]",105097,"[14834, 15006, 14626, 15447, 17926, 18936, 8322]"
131,ringmaster,int,Ranged,"['Support', 'Nuker', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/ringmaster.png?,/apps/dota2/images/dota_react/heroes/icons/ringmaster.png?,120,0.25,75,0.0,1,25,23,33,21,13,25,2.1,1.4,3.0,575,1200,1.7,100,0.5,310,True,2,1800,800,Ring Master,3199,1455,9787,4629,15904,7437,20045,9573,19133,9050,14735,7217,10794,5213,7518,3735,37597,"[5253, 5289, 5268, 5874, 6570, 6762, 2581]",16985,"[2325, 2414, 2380, 2633, 3038, 3037, 1158]",154,76,61,106554,"[15293, 15105, 14976, 15875, 18168, 19151, 7986]",50803,"[7331, 7212, 7070, 7578, 8651, 9132, 3829]"
135,dawnbreaker,str,Melee,"['Carry', 'Durable']",/apps/dota2/images/dota_react/heroes/dawnbreaker.png?,/apps/dota2/images/dota_react/heroes/icons/dawnbreaker.png?,120,0.5,75,0.0,2,25,29,33,25,14,20,3.4,1.7,2.0,150,900,1.7,100,0.46,300,True,2,1800,800,Dawnbreaker,5396,2631,16743,8475,27850,14078,35170,17724,33832,17073,26974,13840,19589,10083,12087,6264,47306,"[6353, 6644, 6621, 7238, 8469, 8543, 3438]",23458,"[3200, 3234, 3322, 3583, 4209, 4230, 1680]",326,165,352,188146,"[26377, 26724, 26349, 28463, 32880, 33514, 13839]",95556,"[13378, 13460, 13268, 14459, 16746, 17177, 7068]"
136,marci,all,Melee,"['Support', 'Carry', 'Initiator', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/marci.png?,/apps/dota2/images/dota_react/heroes/icons/marci.png?,120,0.25,75,0.0,0,25,29,33,23,20,19,3.0,1.8,1.9,150,0,1.7,100,0.3,315,True,2,1800,800,Marci,8361,3845,21389,9962,30040,13876,35347,16409,32736,15108,24428,11173,17155,8011,12405,5795,70279,"[9908, 9955, 9785, 10924, 12287, 12420, 5000]",30834,"[4342, 4375, 4360, 4734, 5344, 5427, 2252]",248,109,254,197661,"[28441, 28203, 28206, 30155, 34617, 33812, 14227]",91664,"[13207, 13192, 13078, 13860, 16047, 15665, 6615]"
137,primal_beast,str,Melee,"['Initiator', 'Durable', 'Disabler']",/apps/dota2/images/dota_react/heroes/primal_beast.png?,/apps/dota2/images/dota_react/heroes/icons/primal_beast.png?,120,0.25,75,0.0,2,25,36,38,26,15,16,4.3,1.0,1.7,150,900,1.8,100,0.6,305,True,2,1800,800,Primal Beast,3420,1571,8923,4177,11038,5054,11356,5212,9245,4300,6142,2861,3887,1749,2541,1233,36000,"[4685, 5010, 4964, 5597, 6509, 6519, 2716]",17340,"[2250, 2415, 2448, 2650, 3129, 3122, 1326]",92,48,79,63490,"[8906, 9203, 8846, 9411, 11011, 11344, 4769]",29310,"[4122, 4289, 4148, 4333, 5066, 5177, 2175]"
138,muerta,int,Ranged,"['Carry', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/muerta.png?,/apps/dota2/images/dota_react/heroes/icons/muerta.png?,120,0.25,75,0.0,0,25,24,32,19,20,23,2.0,2.7,3.4,575,3000,1.7,115,0.35,295,True,2,1800,800,Muerta,7583,3561,17584,8421,25051,12048,31026,14705,30658,14491,24881,11671,18070,8708,12220,5805,80309,"[12439, 11473, 11068, 12038, 13954, 13850, 5487]",41207,"[6436, 5855, 5611, 6182, 7218, 7072, 2833]",314,158,200,179515,"[27194, 26403, 25085, 26202, 30649, 30795, 13187]",85639,"[12981, 12556, 12036, 12564, 14481, 14644, 6377]"
145,kez,agi,Melee,"['Carry', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/kez.png?,/apps/dota2/images/dota_react/heroes/icons/kez.png?,120,1.0,75,0.0,1,25,23,29,19,27,18,2.6,3.5,1.7,225,900,2.0,100,0.35,315,False,2,1800,800,Kez,6005,2698,12914,5782,17091,7684,18235,8148,15968,7190,12216,5570,8213,3878,5013,2325,58361,"[7123, 7287, 7504, 9609, 11016, 11250, 4572]",26557,"[3266, 3326, 3402, 4390, 4985, 5092, 2096]",22,10,20,104927,"[12408, 12790, 13105, 17866, 19782, 20300, 8676]",47587,"[5689, 5982, 5953, 7991, 8784, 9133, 4055]"
